left_title	right_title	result	confidence	id	left_url	right_url
Подруга погибшей в Анкаре россиянки рассказала об избивавшем ее муже-турке	Жаловавшуюся на побои мужа-турка россиянку нашли мертвой	right_left_cause	0.7	300	https://lenta.ru/news/2020/12/07/turk/	https://lenta.ru/news/2020/12/07/turk_drm/
Российского предпринимателя Анатолия Быкова задержали по подозрению в убийствах	СКР рассказал о деятельности Быкова во главе ОПГ в 90-х	rel	0.7	1585	https://lenta.ru/news/2020/05/07/bikov/	https://lenta.ru/news/2020/05/07/skr/
В России нашли новое применение самолетам «Открытого неба»	Раскрыто будущее самолетов после выхода России из Договора по открытому небу	same	0.7	722	https://lenta.ru/news/2021/02/19/samolet/	https://lenta.ru/news/2021/01/17/samolet/
Роднина отреагировала на решение российского футбольного судьи преклонить колено	Российский футбольный судья встал на колено перед матчем квалификации ЧМ-2022	right_left_cause	0.7	920	https://lenta.ru/news/2021/03/26/irinarodnina/	https://lenta.ru/news/2021/03/26/russiakoleno/
Трое налетчиков похитили школьницу под Москвой и изнасиловали ее в лесу	Насильниками девушки в лесу под Москвой оказались менеджеры и бывший росгвардеец	left_right_cause	0.7	1624	https://lenta.ru/news/2020/05/14/pohitily/	https://lenta.ru/news/2020/05/14/nasilniki/
Пишущая о Кадырове журналистка раскрыла подробности избиения в Грозном	На журналистку «Новой газеты» и адвоката напали в Грозном	right_left_cause	0.7	1193	https://lenta.ru/news/2020/02/07/podrobnosti/	https://lenta.ru/news/2020/02/06/napali/
Раскрыты подробности стрельбы из Maybach в центре Москвы	Неизвестные открыли стрельбу из Maybach в центре Москвы	right_left_cause	0.7	344	https://lenta.ru/news/2020/12/13/podrobnosti/	https://lenta.ru/news/2020/12/13/maybach/
Украинский министр обвинил Россию в проблемах с вакциной AstraZeneca в Европе	Захарова заявила о живущих в своем «фантазийном мирке» украинских властях	bad	0.7	853	https://lenta.ru/news/2021/03/16/ministr/	https://lenta.ru/news/2021/03/16/fant/
Знакомые рассказали о несбывшихся планах покойной экс-участницы Little Big	Экс-участница группы Little Big найдена мертвой	right_left_cause	0.7	764	https://lenta.ru/news/2021/03/01/anna/	https://lenta.ru/news/2021/03/01/littlebig/
В России закроют все кинотеатры из-за коронавируса	В России все федеральные учреждения культуры закроют из-за коронавируса	rel	0.6	170	https://lenta.ru/news/2020/03/22/kino/	https://lenta.ru/news/2020/03/17/coronaaa_culture/
Стали известны детали дела против замглавы правительства Московской области	Задержанному ФСБ замглавы правительства Московской области вменили новый эпизод	rel	0.6	659	https://lenta.ru/news/2020/11/19/detali_dela/	https://lenta.ru/news/2020/11/19/kurakin2/
Матерью жившей с кошками под Москвой девочки назвали неонацистку из Латвии	Появились подробности о найденной с кошками и отзывающейся на «кис-кис» девочке	rel	0.6	909	https://lenta.ru/news/2021/03/24/nazi/	https://lenta.ru/news/2021/03/24/podrobnosti/
У опального инвестора из США нашли рак	Российский суд отказал в прогулках заболевшему раком инвестору из США	left_right_cause	0.6	1871	https://lenta.ru/news/2020/06/23/calvy/	https://lenta.ru/news/2020/06/23/sud/
Рэпера Гнойного отпустили после задержания в Петербурге	Кричавшего «Иртыш — русская река!» рэпера Гнойного задержали	right_left_cancel	0.6	630	https://lenta.ru/news/2021/02/06/kpss/	https://lenta.ru/news/2021/02/06/slavakpss/
Путин одним указом присвоил 62 генеральских и адмиральских звания	Путин повысил самого богатого силовика России	rel	0.6	720	https://lenta.ru/news/2021/02/18/putin_zvanie/	https://lenta.ru/news/2021/02/19/putin_silovik/
Задержаны подозреваемые в обстреле автобуса под Харьковом	Украинские депутаты заявили о расстреле радикалами автобуса с активистами	right_left_cause	0.6	2268	https://lenta.ru/news/2020/08/27/zaderzh/	https://lenta.ru/news/2020/08/27/rasstrel/
Протестующие в Киргизии пошли на штурм Белого дома	Милиция Киргизии жестко разогнала штурмующих Белый дом людей	left_right_cancel	0.6	2524	https://lenta.ru/news/2020/10/05/shturm_krgz/	https://lenta.ru/news/2020/10/05/razognali/
Лепс высказался о связи Мишустина с его песнями	Автор песни Лепса подтвердил сотрудничество с Мишустиным	rel	0.6	1529	https://lenta.ru/news/2020/01/16/leps/	https://lenta.ru/news/2020/01/16/vulih/
У отца Леонида Агутина выявили тяжелую форму коронавируса	Отец Леонида Агутина благополучно перенес коронавирус	left_right_cancel	0.6	1182	https://lenta.ru/news/2020/10/28/agutfather/	https://lenta.ru/news/2020/10/28/agutinhealth/
Власти Гонконга согласились с китайским законом о нацбезопасности	Гонконг начал жить по строгим китайским правилам	rel	0.6	1922	https://lenta.ru/news/2020/06/30/its_ok/	https://lenta.ru/news/2020/06/30/hongkong/
Пожар в российской больнице устроил закуривший в кислородной маске пациент	Медсестры на руках вынесли пациентов загоревшейся российской больницы	rel	0.6	918	https://lenta.ru/news/2021/03/26/fire_podrobnosti/	https://lenta.ru/news/2021/03/26/ruki/
Названа еще одна причина жесткой посадки Boeing 737 в Усинске	Командир экипажа Boeing 737 рассказал о причинах жесткой посадки в Усинске	rel	0.6	1278	https://lenta.ru/news/2020/02/09/ne_rabotalo/	https://lenta.ru/news/2020/02/09/veter/
Ракетный крейсер «Москва» проведет стрельбы в Черном море	Боевые стрельбы крейсера «Москва» в Черном море показали с борта корабля	left_right_cancel	0.6	1102	https://lenta.ru/news/2021/04/27/kreiser_moskva/	https://lenta.ru/news/2021/04/29/kreiser/
Цены на перелеты по России взлетели	В России анонсировали рост цен на авиабилеты	right_left_cause	0.5	984	https://lenta.ru/news/2021/04/02/avia/	https://lenta.ru/news/2021/04/05/rosaviation/
Девушка убитого российского студента рассказала о его конфликте с однокурсником	Российский студент убил одногруппника из-за девушки и спора о чести	right_left_cause	0.5	702	https://lenta.ru/news/2021/02/16/ssora/	https://lenta.ru/news/2021/02/16/novosib/
Бывший муж Жанны Фриске вновь стал отцом	Отец Жанны Фриске упрекнул возлюбленную Шепелева после рождения ребенка	rel	0.5	928	https://lenta.ru/news/2021/03/26/new_kid/	https://lenta.ru/news/2021/03/27/friske/
Число пострадавших при взрыве на заправке в российском городе выросло	Мощный взрыв газовой заправки в центре российского города попал на видео	rel	0.5	2150	https://lenta.ru/news/2020/08/10/chislo/	https://lenta.ru/news/2020/08/10/zapravka/
Россиянин ради денег взял в заложники сестру и двоих детей	Взявший заложников россиянин потребовал назначить его командующим Росгвардии	rel	0.4	1420	https://lenta.ru/news/2020/04/09/zalozhnik/	https://lenta.ru/news/2020/04/09/treboval/
В Турции завели дело против Charlie Hebdo из-за карикатуры на Эрдогана	Турция возмутилась из-за карикатуры на Эрдогана в Charlie Hebdo	rel	0.4	1184	https://lenta.ru/news/2020/10/28/delo/	https://lenta.ru/news/2020/10/28/otvetochka/
Переданную Путину информацию о лечении Заворотнюк объяснили	Путину рассказали об опухоли Заворотнюк	right_left_cause	0.4	1629	https://lenta.ru/news/2020/05/15/zvrtn/	https://lenta.ru/news/2020/05/14/zvrtn/
Четыре человека погибли при пожаре в сварочном цехе в Подмосковье	Возросло число жертв пожара в Подмосковье	rel	0.4	1140	https://lenta.ru/news/2021/05/07/pozhar_mytishi/	https://lenta.ru/news/2021/05/08/mytischi/
В Черное море вошел второй корабль НАТО	В Черное море направился второй корабль США	same	0.4	884	https://lenta.ru/news/2021/03/20/nato/	https://lenta.ru/news/2021/03/20/korabl/
Павла Лобкова решили уволить с «Дождя»	Журналист Павел Лобков сообщил о попытках изгнать его с «Дождя»	same	0.4	1100	https://lenta.ru/news/2021/04/29/dozhd/	https://lenta.ru/news/2021/04/24/lobkov_exodus/
Адвокат Харитонова раскрыл состояние бойца после избиения	Бойцу ММА Харитонову после драки с Бородой потребовалась операция	left_right_cause	0.4	378	https://lenta.ru/news/2020/11/14/haritonovfight/	https://lenta.ru/news/2020/11/14/haritonov/
Число умерших после массового отравления антисептиком россиян достигло 7	Число умерших россиян после массового отравления антисептиком увеличилось вдвое	left_right_cancel	0.3	802	https://lenta.ru/news/2020/11/21/yakutia/	https://lenta.ru/news/2020/11/20/antisept/
Российская чиновница отчитала медиков за нежелание шить себе бахилы	В Совфеде отреагировали на совет медикам самим шить себе бахилы	rel	0.3	1483	https://lenta.ru/news/2020/04/19/baxily/	https://lenta.ru/news/2020/04/20/baxily/
IKEA закроет магазины в Москве из-за коронавируса	IKEA начала закрывать магазины из-за коронавируса	left_right_cause	0.3	199	https://lenta.ru/news/2020/03/27/ikea/	https://lenta.ru/news/2020/03/20/ikea/
