left_title	right_title	result	confidence	id	left_url	right_url
Кончаловский отреагировал на выдвижение своего фильма на «Оскар»	Фильм Кончаловского о расстреле советских рабочих выдвинули на «Оскар»	right_left_cause	0.9	303	https://lenta.ru/news/2020/11/13/konchalocskiy/	https://lenta.ru/news/2020/11/13/oscar_rus/
Мигрантов предложили приравнять к гражданам России для получения пособий	Объяснено предложение приравнять мигрантов к россиянам для получения пособий	left_right_cause	0.9	1482	https://lenta.ru/news/2020/04/20/posobia/	https://lenta.ru/news/2020/04/20/asi/
Рената Литвинова объяснила посещение квартиры Ефремова	Рената Литвинова посетила квартиру Ефремова и попала на видео	right_left_cause	0.9	1784	https://lenta.ru/news/2020/06/12/lit_ef/	https://lenta.ru/news/2020/06/11/litvinova/
В Чечне отреагировали на выдвижение Кадырова на Нобелевскую премию мира	Кадырова выдвинули на Нобелевскую премию мира	right_left_cause	0.9	965	https://lenta.ru/news/2021/04/01/reaction_nobel/	https://lenta.ru/news/2021/04/01/peace/
Расстрелявший бизнесмена в Татарстане киллер рассказал о мотиве убийства	В Татарстане застрелили убившего грабителей в своем доме бизнесмена	right_left_cause	0.9	2290	https://lenta.ru/news/2020/09/01/mest/	https://lenta.ru/news/2020/09/01/bugulma/
Российское военное училище охватил коронавирус	Появились подробности заражения российских курсантов коронавирусом	left_right_cause	0.9	1459	https://lenta.ru/news/2020/04/16/ocag/	https://lenta.ru/news/2020/04/16/podrobnosti/
Отказ Ирана от встречи по ядерной сделке разочаровал Белый дом	WSJ узнал об отказе Ирана от прямых переговоров с ЕС и США по ядерной сделке	right_left_cause	0.9	766	https://lenta.ru/news/2021/03/01/iii/	https://lenta.ru/news/2021/02/28/otkaz/
Стал известен диагноз упавшей в прямом эфире ведущей Первого канала	Ведущая Первого канала упала в прямом эфире ток-шоу	right_left_cause	0.9	941	https://lenta.ru/news/2021/03/29/strizhenova_perelom/	https://lenta.ru/news/2021/03/29/padenie/
В Польше опровергли информацию о вымогательстве взятки главой Россельхознадзора	В Польше обвинили главу Россельхознадзора в вымогательстве взятки	right_left_cancel	0.9	1706	https://lenta.ru/news/2020/05/28/mlekovitaoproverg/	https://lenta.ru/news/2020/05/28/dankvert/
Режиссер Сигарев рассказал о подравшейся с бандитами Яне Трояновой	Яна Троянова рассталась с режиссером Сигаревым	rel	0.9	621	https://lenta.ru/news/2021/02/04/ozsigarev/	https://lenta.ru/news/2021/02/04/troyans/
Названа возможная причина пожара в соборе XV века во Франции	Названы потери одного из крупнейших готических соборов Франции из-за пожара	rel	0.9	2029	https://lenta.ru/news/2020/07/18/chy/	https://lenta.ru/news/2020/07/18/usherb/
Шедшему к Путину шаману вернули меч	Шедший к Путину шаман объявил о новом походе на Москву	rel	0.9	1493	https://lenta.ru/news/2020/01/16/iron_man/	https://lenta.ru/news/2020/01/13/shaman/
Трамп похвалил себя за борьбу с пандемией после новости о 200 тысячах смертей	Число погибших от коронавируса в США превысило 200 тысяч	right_left_cause	0.9	2449	https://lenta.ru/news/2020/09/23/trrr/	https://lenta.ru/news/2020/09/22/ubiley/
С аккаунта Рогозина в Facebook частично сняли блокировку	Рогозина заблокировали в Facebook	right_left_cancel	0.8	554	https://lenta.ru/news/2021/01/24/rogozaa/	https://lenta.ru/news/2021/01/24/rogozin/
У популярного российского блогера обнаружились проблемы с наркотиками	Популярный российский блогер сбежал из наркологической клиники	left_right_cause	0.8	1086	https://lenta.ru/news/2021/04/22/milokhin_left/	https://lenta.ru/news/2021/04/26/milokhin/
Дагестанец покурил возле мечети «Сердце Чечни» и пропал вместе с двумя друзьями	Стала известна хронология пропажи покурившего возле «Сердца Чечни» дагестанца	left_right_cause	0.8	113	https://lenta.ru/news/2020/02/19/no_smoking/	https://lenta.ru/news/2020/03/11/propal/
Назван новый адвокат Ефремова	Новый адвокат Ефремова решил отказаться от контактов с журналистами	left_right_cause	0.8	2377	https://lenta.ru/news/2020/09/15/newadv/	https://lenta.ru/news/2020/09/15/filippov/
Умер спортивный комментатор Юрий Розанов	Стали известны подробности состояния Юрия Розанова незадолго до смерти	left_right_cause	0.8	785	https://lenta.ru/news/2021/03/03/rozanov/	https://lenta.ru/news/2021/03/03/rozanov_ploho/
Суд признал виновными фигурантов дела «Нового величия»	Фигурантам дела «Нового величия» дали до 7 лет тюрьмы	left_right_cause	0.8	2142	https://lenta.ru/news/2020/08/06/vinovaty/	https://lenta.ru/news/2020/08/06/sroki/
Депутат Госдумы раскрыл обстоятельства смерти начальника ГРУ в 2016 году	Минобороны отреагировало на заявление депутата Госдумы о смерти начальника ГРУ	left_right_cause	0.8	1714	https://lenta.ru/news/2020/05/30/gru/	https://lenta.ru/news/2020/05/30/fantasy/
Сбежавшую из карантина по коронавирусу россиянку заставили вернуться	Сбежавшая из карантина по коронавирусу россиянка показала свою палату	rel	0.8	1369	https://lenta.ru/news/2020/02/17/back/	https://lenta.ru/news/2020/02/17/palata/
Ургант посвятил песню российскому катку в форме пениса	Власти российского города решили сохранить каток в форме пениса	rel	0.8	1087	https://lenta.ru/news/2020/11/26/urgantskate/	https://lenta.ru/news/2020/11/26/scate/
Российское посольство в Лондоне объяснило гигантский долг	Посольство России вошло в топ должников по оплате въезда в центр Лондона	right_left_cause	0.8	14	https://lenta.ru/news/2020/02/26/dolg/	https://lenta.ru/news/2020/02/25/dolgi/
Алиханов ответил описавшему войну с НАТО за Калининград польскому генералу	Польский генерал описал сценарий войны России и НАТО за Калининград	right_left_cause	0.8	808	https://lenta.ru/news/2021/03/07/alihanov/	https://lenta.ru/news/2021/03/07/ninada/
Неизвестный открыл стрельбу в жилом доме в Москве	Стало известно о пострадавшей при стрельбе в жилом доме в Москве	left_right_cause	0.8	1833	https://lenta.ru/news/2020/06/18/strelba/	https://lenta.ru/news/2020/06/18/strel/
Сын Марадоны посоветовал «Барселоне» вывести из обращения игровой номер отца	Игровой номер Марадоны предложили вывести из обращения	same	0.8	267	https://lenta.ru/news/2020/12/03/maradonasson/	https://lenta.ru/news/2020/11/26/ten/
Следователи возбудили дело после захвата детей в Петербурге	Соседи рассказали о захватившем в заложники своих детей жителе Петербурга	rel	0.8	917	https://lenta.ru/news/2020/11/24/deloo/	https://lenta.ru/news/2020/11/24/nenorm/
ФСБ показала фото готовившего вооруженную атаку на школу Тулы	ФСБ задержала россиянина с обрезом за подготовку атаки на школу в Туле	right_left_cause	0.8	320	https://lenta.ru/news/2020/12/09/tilaa/	https://lenta.ru/news/2020/12/09/ataka/
На Украине поймали предполагаемых убийц найденных в шкафу девушек	Двух пропавших в Киеве девушек нашли мертвыми в шкафу	right_left_cause	0.8	2318	https://lenta.ru/news/2020/01/06/zaderjali/	https://lenta.ru/news/2020/01/05/wardrobe/
Спрыгнувший с 17-го этажа школьник раскрыл причину поступка	Школьник выпрыгнул с 17-го этажа после неудачного секса с подругой и выжил	right_left_cause	0.8	806	https://lenta.ru/news/2021/03/06/podrostok/	https://lenta.ru/news/2021/03/06/17/
Двух российских депутатов арестовали после задержания губернатора Фургала	Жизнь российского бизнесмена оказалась под угрозой после показаний на Фургала	rel	0.8	1982	https://lenta.ru/news/2020/07/10/arest/	https://lenta.ru/news/2020/07/10/zashita/
Запущено приложение для выдачи цифровых пропусков на время карантина	Разъяснена работа приложения для выдачи цифровых пропусков на время карантина	left_right_cause	0.8	1432	https://lenta.ru/news/2020/04/12/app/	https://lenta.ru/news/2020/04/12/not_for_moscow/
Генерал ФСБ назвал причину работы российских силовиков на иностранные разведки	Генерал ФСБ раскрыл единственный шанс на оправдание для обвиненных в госизменах	rel	0.8	2529	https://lenta.ru/news/2020/10/05/siloviki/	https://lenta.ru/news/2020/10/06/chance/
Помпео рассказал о танцующих и благодарных иракцах	Помпео уличили в дезинформации из-за убийства Сулеймани	rel	0.8	1734	https://lenta.ru/news/2020/01/03/tanci/	https://lenta.ru/news/2020/01/04/pompeos_reaction/
Неизвестный расстрелял россиянку в Москве	Расстрел россиянки у подъезда жилого дома в Москве попал на видео	left_right_cause	0.8	419	https://lenta.ru/news/2020/12/24/moscow/	https://lenta.ru/news/2020/12/24/camera/
В Южной Осетии раскрыли детали «опасного прецедента» на границе с Грузией	Грузия указала на «опасный прецедент» с участием российских пограничников	right_left_cause	0.8	1985	https://lenta.ru/news/2020/07/11/osetiya/	https://lenta.ru/news/2020/07/11/sgb/
Среднему классу в России предрекли обеднение	В господдержке среднего класса в России не увидели смысла	rel	0.8	1127	https://lenta.ru/news/2021/05/04/bednie/	https://lenta.ru/news/2021/05/04/dengi_davajte_bumazhnye/
Минтруд оценил идею пенсии «по рангам»	В Госдуме предложили ввести систему начисления пенсий «по рангам»	right_left_cause	0.8	1203	https://lenta.ru/news/2020/10/29/pensrangi/	https://lenta.ru/news/2020/10/29/rangi/
Генерал ФСБ назвал причину дел о госизмене в России	Генерал ФСБ рассказал о росте дел о госизмене после присоединения Крыма	rel	0.8	1968	https://lenta.ru/news/2020/07/09/fsb2/	https://lenta.ru/news/2020/07/09/fsb1/
Group-IB ответила на обвинения США в продаже топ-менеджером данных пользователей	США обвинили сотрудника Group-IB в причастности к продаже данных пользователей	right_left_cause	0.8	79	https://lenta.ru/news/2020/03/06/group_ib_otvet/	https://lenta.ru/news/2020/03/06/ib/
Трамп высказался о мирной передаче власти после выборов	В партии Трампа высказались о мирной передаче власти после выборов	same	0.8	2455	https://lenta.ru/news/2020/09/24/go/	https://lenta.ru/news/2020/09/24/uspokoili/
Кремль назвал санкции против «Северного потока-2» разновидностью гибридной войны	Российский миллиардер сравнил санкции с бомбардировками	rel	0.8	405	https://lenta.ru/news/2020/12/21/kreml/	https://lenta.ru/news/2020/12/21/deripaska/
На главного вора в законе Белоруссии завели дело за нападение на бойца спецназа	Главный белорусский вор в законе отбивался от спецназа ножом при задержании	right_left_cause	0.8	836	https://lenta.ru/news/2021/03/12/kushnerov/	https://lenta.ru/news/2021/02/19/kushner/
В Госдуме оценили желание Украины отключиться от единой с Россией энергосистемы	На Украине захотели срочно отключиться от единой с Россией энергосистемы	right_left_cause	0.8	551	https://lenta.ru/news/2021/01/24/otsenili/	https://lenta.ru/news/2021/01/23/otkluchenie/
Звезда «Холостяка» на Gelandewagen насмерть сбила человека в Москве	Момент смертельного ДТП со звездой «Холостяка» на Gelandewagen попал на видео	left_right_cause	0.8	2530	https://lenta.ru/news/2020/10/06/peshehod/	https://lenta.ru/news/2020/10/06/dtp_moment/
Олимпийский девиз «Быстрее, выше, сильнее» предложили изменить	МОК одобрил идею изменить девиз Олимпийских игр	left_right_cause	0.8	1059	https://lenta.ru/news/2021/04/22/olympic/	https://lenta.ru/news/2021/04/22/ioc/
Роскомнадзор потребовал удалить фейки о комендантском часе в Москве	Twitter удалил фейки о комендантском часе в Москве из-за коронавируса	left_right_cause	0.8	205	https://lenta.ru/news/2020/03/26/no_fake/	https://lenta.ru/news/2020/03/27/twitter_udolil/
В Британии предупредили о быстроте распространения нового типа коронавируса	ВОЗ высказалась о более заразном типе COVID-19	rel	0.8	402	https://lenta.ru/news/2020/12/19/speed/	https://lenta.ru/news/2020/12/20/zarazawho/
Отстоявший ресторан в США владелец отреагировал на слова о «русской мафии»	В США люди с оружием отстояли русский ресторан и ликеро-водочный	right_left_cause	0.8	1724	https://lenta.ru/news/2020/06/02/pushkin_rest/	https://lenta.ru/news/2020/06/02/pushkin/
Первый канал заменил титры «Брата 2» протестами в США под песню «Гудбай,Америка»	Первый канал объяснил показ протестов в США в финале «Брата 2»	left_right_cause	0.8	1753	https://lenta.ru/news/2020/06/07/brat/	https://lenta.ru/news/2020/06/08/brat_2_pervyi/
Трамп распорядился начать передачу власти	В штабе Байдена подтвердили начало передачи власти	left_right_cause	0.8	915	https://lenta.ru/news/2020/11/24/trump/	https://lenta.ru/news/2020/11/24/biden_reaction/
ФСБ показала миллионы вывозивших из России редчайший драгметалл контрабандистов	ФСБ задержала контрабандистов за вывоз из России самого редкого драгметалла	right_left_cause	0.7	1535	https://lenta.ru/news/2020/04/29/fsb2/	https://lenta.ru/news/2020/04/29/fsb/
На Кокорина с Мамаевым подали в суд	Телеведущая Ушакова объяснила решение судиться с Кокориным и Мамаевым	left_right_cause	0.7	1558	https://lenta.ru/news/2020/04/30/mamaevkokorinsoud/	https://lenta.ru/news/2020/04/30/yatakreshyla/
В Петербурге на пять дней закрылись кафе и рестораны	Власти Петербурга запретили работу кафе и ресторанов в новогодние выходные	same	0.7	447	https://lenta.ru/news/2020/12/30/spb/	https://lenta.ru/news/2020/12/02/cafes/
Сдавшая дом террористам россиянка рассказала об одном из боевиков	Ликвидированные в Екатеринбурге боевики ИГ готовили атаку на объект Минобороны	rel	0.7	1549	https://lenta.ru/news/2020/04/30/marina/	https://lenta.ru/news/2020/04/30/ekat/
Олимпиаде-2024 предрекли проблемы из-за коронавируса	Олимпиаду-2024 решили «адаптировать к новому миру» из-за пандемии коронавируса	rel	0.7	1526	https://lenta.ru/news/2020/03/28/og2024/	https://lenta.ru/news/2020/04/27/og2024/
В мире зафиксировали вспышку нового агрессивного типа коронавируса	Заразившихся новым агрессивным типом коронавируса оказалось в три раза больше	left_right_cause	0.7	2076	https://lenta.ru/news/2020/07/27/supervirus/	https://lenta.ru/news/2020/07/27/oh_yeah_spread_it/
Участников Pussy Riot задержали за развешивание радужных флагов	На зданиях ФСБ, Минкульта и Верховного суда вывесили радужные флаги	right_left_cause	0.7	2542	https://lenta.ru/news/2020/10/07/riot/	https://lenta.ru/news/2020/10/07/lgbt/
Раскрыты детали инцидента с падением россиянина на коляску с младенцем	Соседи рассказали о выпавшем из окна на коляску с младенцем студенте	same	0.7	633	https://lenta.ru/news/2021/02/05/padenie/	https://lenta.ru/news/2021/02/06/student/
15-летняя россиянка победила рак и погибла под колесами подростка-гонщика	Россияне устроили массовый сход после смерти сбитой подростком-цыганом девочки	left_right_cause	0.7	2184	https://lenta.ru/news/2020/08/14/gonki/	https://lenta.ru/news/2020/08/14/shod/
Аваков забеспокоился о «горячей войне» для Украины	В Госдуме оценили слова Авакова о «горячей войне» для Украины	left_right_cause	0.7	883	https://lenta.ru/news/2021/03/20/hotwar/	https://lenta.ru/news/2021/03/20/gosdyma/
Освобожденная журналистка «Ленты.ру» рассказала подробности задержания в Минске	Журналистку «Ленты.ру» задержали на митинге в Минске	right_left_cause	0.7	2264	https://lenta.ru/news/2020/08/27/lentaru_na_vole/	https://lenta.ru/news/2020/08/27/lentaru/
Назначен новый премьер-министр Франции	Премьер-министр Франции ушел в отставку	right_left_cause	0.7	1936	https://lenta.ru/news/2020/07/03/new/	https://lenta.ru/news/2020/07/03/aurevoir/
