left_title	right_title	result	confidence	id	left_url	right_url
Дочь Ефремова рассказала о состоянии артиста после ДТП	Адвокат Ефремова обратился к его дочери	rel	0.8	35814	https://lenta.ru/news/2020/06/25/annamaria/	https://lenta.ru/news/2020/07/11/advokat_doch/
Россиянам рассказали о влиянии больших доз витаминов на коронавирус	Врач описал осложнения после коронавируса у детей	rel	0.7	25840	https://lenta.ru/news/2020/07/26/vit/	https://lenta.ru/news/2020/05/29/children/
Бывший ведущий «Битвы экстрасенсов» рассказал о лечении рака в обычной клинике	Бывший ведущий «Битвы экстрасенсов» рассказал об «ужасных условиях» работы	rel	0.7	74225	https://lenta.ru/news/2021/03/07/safronov_cancer/	https://lenta.ru/news/2021/01/07/ekstrasensi/
Победитель «Оскара» рассказал о планах напиться	Трамп возмутился победой корейского фильма на «Оскаре» из-за проблем в торговле	rel	0.7	8210	https://lenta.ru/news/2020/02/10/drinker/	https://lenta.ru/news/2020/02/21/parasite_trump/
Стало известно число сторонников особого статуса в украинской части Донбасса	Раскрыто отношение украинцев к особому статусу Донбасса	same	0.7	19239	https://lenta.ru/news/2020/04/09/storonniki/	https://lenta.ru/news/2020/02/26/status/
Мужчина украл обручальные кольца у своей девушки и сделал предложение другой	Девушка носила уродливое кольцо из любви к жениху и вернула после расставания	bad	0.7	71843	https://lenta.ru/news/2021/02/13/zhanih/	https://lenta.ru/news/2020/12/18/ring/
Асмус раскритиковали за роль порноактрисы в новом фильме	Асмус рассказала о самой постыдной роли в своей фильмографии	rel	0.7	61279	https://lenta.ru/news/2020/09/28/webcam/	https://lenta.ru/news/2020/10/19/asmus/
Сын Плющенко и Рудковской похвастался нарядом Dior за десятки тысяч рублей	Скромная одежда няни на фоне люксового наряда сына Рудковской огорчила фанатов	rel	0.7	48833	https://lenta.ru/news/2020/09/22/gnom/	https://lenta.ru/news/2020/12/07/rudkovskaya/
Путин напомнил об отношении отцов-основателей украинского национализма к России	Путин рассказал об отношениях с американскими президентами	rel	0.7	8962	https://lenta.ru/news/2020/02/21/osnovateli/	https://lenta.ru/news/2020/03/11/relations/
Россияне оказались готовы к нескольким ипотекам	Больше половины молодых россиян собрались взять ипотеку	rel	0.7	55852	https://lenta.ru/news/2020/09/21/moremortgage/	https://lenta.ru/news/2021/01/12/young_loans/
Подмосковье вошло в число регионов-лидеров по качеству окружающей среды	Подмосковье заняло третье место в России по качеству городской среды	same	0.7	12905	https://lenta.ru/news/2020/04/22/ecologia/	https://lenta.ru/news/2020/04/02/quality/
Украина проведет военные учения с НАТО в Одессе	Украина дополнительно разместит на границе с Крымом четыре тысячи солдат	rel	0.7	69815	https://lenta.ru/news/2021/02/09/otan/	https://lenta.ru/news/2021/04/08/chetyre/
Сбербанк снизил ставки по ипотеке для электронных сделок	Сбербанк снизил первоначальный взнос по ипотеке	rel	0.7	34885	https://lenta.ru/news/2020/05/12/sbrf_mortgage/	https://lenta.ru/news/2020/07/15/sberr/
Палата представителей США одобрила план Байдена по спасению экономики	Байден представил план спасения Америки	right_left_cause	0.7	72227	https://lenta.ru/news/2021/02/27/stimulirovanie/	https://lenta.ru/news/2021/01/15/plan/
ФСИН потребовала арестовать Навального	Навального задержали в аэропорту Шереметьево	left_right_cause	0.7	56254	https://lenta.ru/news/2021/01/18/fsin/	https://lenta.ru/news/2021/01/17/zaderzh/
В Минске простились с погибшим во время протестов	В Минске уничтожили стихийный мемориал на месте гибели протестующего	rel	0.7	40725	https://lenta.ru/news/2020/08/15/minsk/	https://lenta.ru/news/2020/08/12/memorial/
Главные роли в сериале The Last of Us исполнят звезды «Игры престолов»	Звезды «Игры престолов» стали родителями	rel	0.7	65019	https://lenta.ru/news/2021/02/11/lastofm/	https://lenta.ru/news/2021/02/17/got/
Дело сестер Хачатурян пополнилось новыми томами	Дело сестер Хачатурян передали в суд	rel	0.6	31698	https://lenta.ru/news/2020/06/29/hachaturan/	https://lenta.ru/news/2020/07/13/hachaturian/
Голикова раскрыла масштабы распространения мутаций COVID-19 по России	Новые штаммы коронавируса выявили в 54 регионах России	rel	0.6	79291	https://lenta.ru/news/2021/03/25/golikova/	https://lenta.ru/news/2021/04/27/54/
Стало известно о состоянии пострадавших при обрушении на фабрике в Норильске	Число погибших при обрушении фабрики в Норильске увеличилось	rel	0.6	67956	https://lenta.ru/news/2021/02/20/5nrl/	https://lenta.ru/news/2021/02/20/deaths/
В Госдуме возмутились отказом Молдавии возвращать долг за российский газ	Молдавия пересчитала свои долги за российский газ	rel	0.6	48399	https://lenta.ru/news/2020/12/01/dolgi/	https://lenta.ru/news/2020/12/01/mzadoljennost/
Российский полицейский изнасиловал задержанного резиновой дубинкой	Россиянин попытался задушить полицейского за замечание о маске и попал на видео	bad	0.6	27390	https://lenta.ru/news/2020/05/12/wrongside/	https://lenta.ru/news/2020/07/27/mask_fight/
Азербайджан ответил на обвинения в угрозе территориальной целостности Армении	Алиев заявил об отсутствии у Азербайджана военных планов на армянской границе	rel	0.6	63934	https://lenta.ru/news/2021/04/21/azerbaijan/	https://lenta.ru/news/2021/04/13/border_armenia/
Самолет Лукашенко полетел к границе с Россией и на полпути развернулся обратно	Лукашенко вылетел в Россию на переговоры с Путиным	right_left_cancel	0.6	36684	https://lenta.ru/news/2020/08/19/lukplane/	https://lenta.ru/news/2020/09/14/lukashenko/
В России оценили заявление США о зоне боевых действий в космосе	В Госдуме отреагировали на опасения США из-за России в космосе	rel	0.6	75722	https://lenta.ru/news/2021/05/01/star_war/	https://lenta.ru/news/2021/03/09/general/
Психолог назвала россиянам способы побороть привычку «заедать» стресс	Психолог дал советы россиянам по борьбе с тревогой во время пандемии	rel	0.6	72116	https://lenta.ru/news/2021/02/28/stless/	https://lenta.ru/news/2021/02/27/psihologist/
Опальный священник вспомнил о зоне в ответ на обвинение в насилии	В РПЦ заинтересовались сведениями о насилии над детьми в монастыре на Урале	rel	0.6	23177	https://lenta.ru/news/2020/07/13/zonaaa/	https://lenta.ru/news/2020/06/29/interesting/
Раненый пес пытался помочь погибшей хозяйке и не отходил от ее тела	Преданный пес днями ждал возвращения погибшего хозяина и довел людей до слез	rel	0.6	24022	https://lenta.ru/news/2020/05/27/dog/	https://lenta.ru/news/2020/06/10/loyal_dog/
Российского предпринимателя Анатолия Быкова задержали по подозрению в убийствах	Заподозренного в двойном убийстве бизнесмена Быкова арестовали до июля	left_right_cause	0.6	15047	https://lenta.ru/news/2020/05/07/bikov/	https://lenta.ru/news/2020/05/08/arest/
Назван представитель США на праздновании Дня Победы в Москве	Американские ветераны Второй мировой приедут в Россию на День Победы	rel	0.6	8578	https://lenta.ru/news/2020/03/19/oh_brian/	https://lenta.ru/news/2020/02/14/veterans/
Путин прокомментировал заявления Эрдогана о непризнании Крыма	Кремль оценил возможность подключения Турции к урегулированию в Карабахе	rel	0.6	51918	https://lenta.ru/news/2020/10/22/erdogankrimputni/	https://lenta.ru/news/2020/10/22/peskov/
Аппаратами ИВЛ от российского завода запретили пользоваться после пожаров	В России разрешили эксплуатацию аппаратов ИВЛ после пожаров в больницах	left_right_cancel	0.6	25113	https://lenta.ru/news/2020/05/13/stop_ivl/	https://lenta.ru/news/2020/07/22/aventa/
Стали известны подробности смерти Андрея Мягкова	В Москве похоронили Андрея Мягкова	rel	0.6	66525	https://lenta.ru/news/2021/02/20/smert/	https://lenta.ru/news/2021/02/20/myagkov/
В США назвали нового «убийцу» западных танков из России	В США назвали подлодку из России с «впечатляющим оружием»	rel	0.6	55941	https://lenta.ru/news/2020/09/02/hermes/	https://lenta.ru/news/2020/10/26/submarine/
Губернатор Ульяновской области подал в отставку	Русских заявил о намерении участвовать в выборах губернатора Ульяновской области	left_right_cause	0.6	80766	https://lenta.ru/news/2021/04/08/moroz/	https://lenta.ru/news/2021/04/08/vybory/
Изгнанный с US Open Джокович объяснил удар мячом в женщину-арбитра	Джокович допустил повторение приведшего к дисквалификации с US Open инцидента	rel	0.6	49033	https://lenta.ru/news/2020/09/07/novak/	https://lenta.ru/news/2020/09/14/novaksnova/
Диетолог предупредила об опасности свежего хлеба	Названа польза хлеба	rel	0.6	69038	https://lenta.ru/news/2021/03/24/bread/	https://lenta.ru/news/2021/02/21/bread/
Министр здравоохранения Украины назвал срок победы над коронавирусом	Украина предсказала сроки возобновления поставок вакцины из Индии	rel	0.6	79388	https://lenta.ru/news/2021/04/07/stepanov/	https://lenta.ru/news/2021/03/26/covishield_ua/
Автор книги о похудении назвал способ меньше есть	Раскрыт способ побороть вечернюю тягу к сладкому	rel	0.6	33093	https://lenta.ru/news/2020/08/27/generalov/	https://lenta.ru/news/2020/09/08/sladkoe/
Число погибших при взрыве в подмосковной многоэтажке снова увеличилось	Появились подробности взрыва газа в подмосковной многоэтажке	rel	0.6	18934	https://lenta.ru/news/2020/04/04/troe/	https://lenta.ru/news/2020/04/04/podrobnosti/
США оказались на грани дефицита бензина из-за морозов	В США рухнула добыча нефти из-за рекордных холодов	rel	0.5	66070	https://lenta.ru/news/2021/02/20/off/	https://lenta.ru/news/2021/02/15/cold/
Вирусолог оценил идею введения ковид-паспортов в России	Роспотребнадзор оценил возможность введения «ковидных паспортов»	rel	0.5	76977	https://lenta.ru/news/2021/01/20/altshtein/	https://lenta.ru/news/2021/01/03/covid_pasport/
Коллега «голоса Кремля» Евгения Хорошевцева рассказала о его болезни	Умер «голос Кремля» Евгений Хорошевцев	left_right_cause	0.5	61107	https://lenta.ru/news/2020/12/13/parkinson/	https://lenta.ru/news/2020/12/13/golos_kremlya/
Пилот оставил в небе над Россией три слова	Пилот оставил в небе над США два русских слова	rel	0.5	28105	https://lenta.ru/news/2020/05/12/gdevse/	https://lenta.ru/news/2020/05/14/dvaslova/
Принц Гарри утаил от Елизаветы II сделку с Netflix	Принц Уильям пришел в ярость из-за сделки принца Гарри	rel	0.5	34740	https://lenta.ru/news/2020/09/06/netflix/	https://lenta.ru/news/2020/09/17/livid/
Ипотечная ставка в России упала до исторического минимума	Россиянам пообещали снижение ставки по ипотеке	right_left_cancel	0.5	39914	https://lenta.ru/news/2020/06/23/ipooo/	https://lenta.ru/news/2020/08/06/mutko/
Названы страны с резко подорожавшим жильем	Жилье в Европе подорожало вопреки пандемии	right_left_cause	0.5	57291	https://lenta.ru/news/2020/09/07/podorojalo/	https://lenta.ru/news/2020/07/09/eu_house_prices/
Путин поручил создать Национальную базу генетической информации	Путин предложил создать в России базу генетической информации	right_left_cause	0.5	1748	https://lenta.ru/news/2020/06/06/baza/	https://lenta.ru/news/2020/05/15/baza/
Меган Маркл и принц Гарри покажут свою реальную жизнь	Меган Маркл и принц Гарри раскрыли правду о своем участии в реалити-шоу	rel	0.5	34748	https://lenta.ru/news/2020/09/28/realmeghan/	https://lenta.ru/news/2020/09/29/real/
Эксперт раскрыла правильную длину брюк в 2021 году	Стилистка раскрыла секрет выбора идеальных джинсов	bad	0.5	66723	https://lenta.ru/news/2021/04/22/dlina/	https://lenta.ru/news/2021/02/18/jeans/
В России снизились темпы заражения коронавирусом	В России четвертый день подряд выявили менее 10 тысяч новых случаев COVID-19	rel	0.5	13215	https://lenta.ru/news/2020/04/23/temp/	https://lenta.ru/news/2020/05/19/menee10k/
Стюардесса связала красную помаду у бортпроводниц с безопасностью пассажиров	Раскрыто влияние перелетов на вкусовые предпочтения человека	bad	0.5	44971	https://lenta.ru/news/2020/11/06/kraspomada/	https://lenta.ru/news/2020/11/05/st/
Блогера обвинили в убийстве соседа ради славы в TikTok	Женщины принялись бить мужчин сумками ради популярности в сети	bad	0.5	51025	https://lenta.ru/news/2020/08/07/tiktok/	https://lenta.ru/news/2020/05/22/sumochka/
Лучший боец UFC отказался драться с новым чемпионом за 10 миллионов долларов	Лучший боец UFC потребовал 30 миллионов долларов за поединок	left_right_cause	0.5	76111	https://lenta.ru/news/2021/03/31/jon_jones/	https://lenta.ru/news/2021/04/23/jon_jones/
Россиянам назвали незаметные симптомы опасного расстройства психики	Российский врач назвал способ распознать нервные расстройства у коллег	bad	0.4	72128	https://lenta.ru/news/2021/03/24/symptoms/	https://lenta.ru/news/2021/04/08/collegi/
Глава Минздрава дал прогноз по возвращению России к нормальной жизни	В Минздраве назвали условие для возвращения к нормальной жизни	rel	0.4	28934	https://lenta.ru/news/2020/04/20/normal/	https://lenta.ru/news/2020/05/13/return/
Украина направила бойцов Сил спецопераций к юго-западным пригородам Донецка	Украина объявила сборы территориальной обороны в приграничных районах	rel	0.4	80628	https://lenta.ru/news/2021/04/11/sso/	https://lenta.ru/news/2021/04/06/oborona/
Песков опроверг информацию о вакцинации Путина от COVID-19	Песков объяснил отсутствие у Путина прививки от коронавируса	left_right_cause	0.4	71813	https://lenta.ru/news/2021/01/10/peskov/	https://lenta.ru/news/2020/11/24/volunteer/
Собянин назвал условие ужесточения карантинных мер в Москве	Собянин оценил необходимость жестких мер из-за коронавируса	rel	0.4	58509	https://lenta.ru/news/2020/12/13/uzhstochenie/	https://lenta.ru/news/2020/10/29/sobyanin/
Опубликовано фото роскошного убранства «летающего дворца»	Опубликованы фото «летающей больницы» для зараженных коронавирусом	rel	0.4	29357	https://lenta.ru/news/2020/06/04/jet/	https://lenta.ru/news/2020/04/01/smlt/
